"מק""ט",שם המוצר,קטגוריה,מותג,צבע,כמות באריזה,כמות במשטח,מידות,שם באנגלית,קטגוריה באנגלית,אימוג'י,תמונה,תמונות נוספות,תמונת מפרט,תמונות מפרט
94117210,מסעף PPR 110,מסעפים PPR,פולירול,,,,"D: 147.0 | I: 93.0 | z: 56.0 | d: 110 | מק""ט חוליות: 94117210 | יצרן: Polyroll",PPR Tee 110,PPR Tees,🔱,ppr_p20_c.jpg,,,
94117212,מסעף PPR 125,מסעפים PPR,פולירול,,,,"D: 167.0 | I: 116.5 | z: 76.5 | d: 125 | מק""ט חוליות: 94117212 | יצרן: Polyroll",PPR Tee 125,PPR Tees,🔱,ppr_p20_c.jpg,,,
94517250,מסעף PPR מצרה 25x20x20,מסעפים PPR,פולירול,,,,"z2: 16.5 | l2: 31.0 | d2: 20 | D1: 34.0 | z1: 16.0 | l1: 30.5 | d1: 20 | D: 34 | z: 15.0 | l: 31.0 | d: 25 | מק""ט חוליות: 94517250 | יצרן: Polyroll",PPR Tee 25x20x20,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517251,מסעף PPR מצרה 20x25x20,מסעפים PPR,פולירול,,,,"z2: 16.5 | l2: 31.0 | d2: 20 | D1: 34.0 | z1: 14.5 | l1: 30.5 | d1: 25 | D: 34 | z: 16.5 | l: 31.0 | d: 20 | מק""ט חוליות: 94517251 | יצרן: Polyroll",PPR Tee 20x25x20,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517254,מסעף PPR מצרה 25x20x25,מסעפים PPR,פולירול,,,,"z2: 15.0 | l2: 31.0 | d2: 25 | D1: 34.0 | z1: 16.0 | l1: 30.5 | d1: 20 | D: 34 | z: 15.0 | l: 31.0 | d: 25 | מק""ט חוליות: 94517254 | יצרן: Polyroll",PPR Tee 25x20x25,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517261,מסעף PPR מצרה 32x20x20,מסעפים PPR,פולירול,,,,"z2: 22.25 | l2: 36.5 | d2: 20 | D1: 43.0 | z1: 22.5 | l1: 37.0 | d1: 20 | D: 43 | z: 18.75 | l: 36.5 | d: 32 | מק""ט חוליות: 94517261 | יצרן: Polyroll",PPR Tee 32x20x20,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517269,מסעף PPR מצרה 32X25X25,מסעפים PPR,פולירול,,,,"d: 32 | d1: 25 | מידה: 32X25X25 | שיטת חיבור: ריתוך שקע מצרה | מק""ט חוליות: 94517269 | יצרן: Polyroll",PPR Tee 32X25X25,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517273,מסעף PPR מצרה 32x20x32,מסעפים PPR,פולירול,,,,"z2: 17.0 | l2: 35.0 | d2: 32 | D1: 29.5 | z1: 16.5 | l1: 31.0 | d1: 20 | D: 43 | z: 17.0 | l: 35.0 | d: 32 | מק""ט חוליות: 94517273 | יצרן: Polyroll",PPR Tee 32x20x32,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517275,מסעף PPR מצרה 32x25x32,מסעפים PPR,פולירול,,,,"z2: 17.0 | l2: 35.0 | d2: 32 | D1: 43.0 | z1: 18.5 | l1: 34.5 | d1: 25 | D: 43 | z: 17.0 | l: 35.0 | d: 32 | מק""ט חוליות: 94517275 | יצרן: Polyroll",PPR Tee 32x25x32,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517305,מסעף PPR מצרה 40x20x40,מסעפים PPR,פולירול,,,,"l2: 21.0 | d2: 41.5 | D1: 40 | z1: 34.0 | l1: 21.5 | d1: 36.0 | D: 20 | z: 52 | l: 21.0 | d: 41.5 | מק""ט חוליות: 94517305 | יצרן: Polyroll",PPR Tee 40x20x40,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517307,מסעף PPR מצרה 40x25x40,מסעפים PPR,פולירול,,,,"z2: 21.0 | l2: 41.5 | d2: 40 | D1: 34.0 | z1: 20.0 | l1: 36.0 | d1: 25 | D: 52 | z: 21.0 | l: 41.5 | d: 40 | מק""ט חוליות: 94517307 | יצרן: Polyroll",PPR Tee 40x25x40,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517309,מסעף PPR מצרה 40x32x40,מסעפים PPR,פולירול,,,,"z2: 21.5 | l2: 42.0 | d2: 40 | D1: 52.0 | z1: 22.5 | l1: 40.5 | d1: 32 | D: 52 | z: 21.5 | l: 42.0 | d: 40 | מק""ט חוליות: 94517309 | יצרן: Polyroll",PPR Tee 40x32x40,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517333,מסעף PPR מצרה 50x20x50,מסעפים PPR,פולירול,,,,"z2: 26.0 | l2: 49.5 | d2: 50 | D1: 29.5 | z1: 26.0 | l1: 40.5 | d1: 20 | D: 68 | z: 26.0 | l: 49.5 | d: 50 | מק""ט חוליות: 94517333 | יצרן: Polyroll",PPR Tee 50x20x50,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517334,מסעף PPR מצרה 50x25x50,מסעפים PPR,פולירול,,,,"z2: 26.0 | l2: 49.5 | d2: 50 | D1: 43.0 | z1: 28.5 | l1: 44.5 | d1: 25 | D: 68 | z: 26.0 | l: 49.5 | d: 50 | מק""ט חוליות: 94517334 | יצרן: Polyroll",PPR Tee 50x25x50,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517336,מסעף PPR מצרה 50x32x50,מסעפים PPR,פולירול,,,,"z2: 26.0 | l2: 49.5 | d2: 50 | D1: 43.0 | z1: 26.5 | l1: 44.5 | d1: 32 | D: 68 | z: 26.0 | l: 49.5 | d: 50 | מק""ט חוליות: 94517336 | יצרן: Polyroll",PPR Tee 50x32x50,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517338,מסעף PPR מצרה 50x40x50,מסעפים PPR,פולירול,,,,"z2: 26.0 | l2: 49.5 | d2: 50 | D1: 68.0 | z1: 29.0 | l1: 49.5 | d1: 40 | D: 68 | z: 26.0 | l: 49.5 | d: 50 | מק""ט חוליות: 94517338 | יצרן: Polyroll",PPR Tee 50x40x50,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517351,מסעף PPR מצרה 63x20x63,מסעפים PPR,פולירול,,,,"z2: 32.5 | l2: 60.0 | d2: 63 | D1: 34.0 | z1: 34.0 | l1: 48.5 | d1: 20 | D: 84 | z: 32.5 | l: 60.0 | d: 63 | מק""ט חוליות: 94517351 | יצרן: Polyroll",PPR Tee 63x20x63,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517352,מסעף PPR מצרה 63x25x63,מסעפים PPR,פולירול,,,,"z2: 32.5 | l2: 60.0 | d2: 63 | D1: 34.0 | z1: 32.5 | l1: 48.5 | d1: 25 | D: 84 | z: 32.5 | l: 60.0 | d: 63 | מק""ט חוליות: 94517352 | יצרן: Polyroll",PPR Tee 63x25x63,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517354,מסעף PPR מצרה 63x32x63,מסעפים PPR,פולירול,,,,"z2: 32.5 | l2: 60.0 | d2: 63 | D1: 52.0 | z1: 35.5 | l1: 53.5 | d1: 32 | D: 84 | z: 32.5 | l: 60.0 | d: 63 | מק""ט חוליות: 94517354 | יצרן: Polyroll",PPR Tee 63x32x63,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517356,מסעף PPR מצרה 63x40x63,מסעפים PPR,פולירול,,,,"z2: 32.5 | l2: 60.0 | d2: 63 | D1: 52.0 | z1: 33.0 | l1: 53.5 | d1: 40 | D: 84 | z: 32.5 | l: 60.0 | d: 63 | מק""ט חוליות: 94517356 | יצרן: Polyroll",PPR Tee 63x40x63,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517358,מסעף PPR מצרה 63x50x63,מסעפים PPR,פולירול,,,,"z2: 32.5 | l2: 60.0 | d2: 63 | D1: 84.0 | z1: 36.5 | l1: 60.0 | d1: 50 | D: 84 | z: 32.5 | l: 60.0 | d: 63 | מק""ט חוליות: 94517358 | יצרן: Polyroll",PPR Tee 63x50x63,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517369,מסעף PPR מצרה 75x20x75,מסעפים PPR,פולירול,,,,"z2: 38.5 | l2: 68.5 | d2: 75 | D1: 34.0 | z1: 40.0 | l1: 54.5 | d1: 20 | D: 100 | z: 38.5 | l: 68.5 | d: 75 | מק""ט חוליות: 94517369 | יצרן: Polyroll",PPR Tee 75x20x75,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517370,מסעף PPR מצרה 75x25x75,מסעפים PPR,פולירול,,,,"z2: 38.5 | l2: 68.5 | d2: 75 | D1: 34.0 | z1: 38.5 | l1: 54.5 | d1: 25 | D: 100 | z: 38.5 | l: 68.5 | d: 75 | מק""ט חוליות: 94517370 | יצרן: Polyroll",PPR Tee 75x25x75,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517372,מסעף PPR מצרה 75x32x75,מסעפים PPR,פולירול,,,,"z2: 38.5 | l2: 68.5 | d2: 75 | D1: 52.0 | z1: 41.0 | l1: 59.0 | d1: 32 | D: 100 | z: 38.5 | l: 68.5 | d: 75 | מק""ט חוליות: 94517372 | יצרן: Polyroll",PPR Tee 75x32x75,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517374,מסעף PPR מצרה 75x40x75,מסעפים PPR,פולירול,,,,"z2: 38.5 | l2: 68.5 | d2: 75 | D1: 52.0 | z1: 38.5 | l1: 59.0 | d1: 40 | D: 100 | z: 38.5 | l: 68.5 | d: 75 | מק""ט חוליות: 94517374 | יצרן: Polyroll",PPR Tee 75x40x75,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517376,מסעף PPR מצרה 75x50x75,מסעפים PPR,פולירול,,,,"z2: 38.5 | l2: 68.5 | d2: 75 | D1: 84.0 | z1: 42.5 | l1: 66.0 | d1: 50 | D: 100 | z: 38.5 | l: 68.5 | d: 75 | מק""ט חוליות: 94517376 | יצרן: Polyroll",PPR Tee 75x50x75,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517378,מסעף PPR מצרה 75x63x75,מסעפים PPR,פולירול,,,,"z2: 38.5 | l2: 68.5 | d2: 75 | D1: 84.0 | z1: 38.5 | l1: 66.0 | d1: 63 | D: 100 | z: 38.5 | l: 68.5 | d: 75 | מק""ט חוליות: 94517378 | יצרן: Polyroll",PPR Tee 75x63x75,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517392,מסעף PPR מצרה 90x32x90,מסעפים PPR,פולירול,,,,"z2: 46.0 | l2: 79.0 | d2: 90 | D1: 52.0 | z1: 47.0 | l1: 65.0 | d1: 32 | D: 120 | z: 46.0 | l: 79.0 | d: 90 | מק""ט חוליות: 94517392 | יצרן: Polyroll",PPR Tee 90x32x90,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517393,מסעף PPR מצרה 90x40x90,מסעפים PPR,פולירול,,,,"z2: 46.0 | l2: 79.0 | d2: 90 | D1: 52.0 | z1: 44.5 | l1: 65.0 | d1: 40 | D: 120 | z: 46.0 | l: 79.0 | d: 90 | מק""ט חוליות: 94517393 | יצרן: Polyroll",PPR Tee 90x40x90,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517394,מסעף PPR מצרה 90x50x90,מסעפים PPR,פולירול,,,,"z2: 46.0 | l2: 79.0 | d2: 90 | D1: 84.0 | z1: 51.5 | l1: 75.0 | d1: 50 | D: 120 | z: 46.0 | l: 79.0 | d: 90 | מק""ט חוליות: 94517394 | יצרן: Polyroll",PPR Tee 90x50x90,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517396,מסעף PPR מצרה 90x63x90,מסעפים PPR,פולירול,,,,"z2: 46.0 | l2: 79.0 | d2: 90 | D1: 84.0 | z1: 47.5 | l1: 75.0 | d1: 63 | D: 120 | z: 46.0 | l: 79.0 | d: 90 | מק""ט חוליות: 94517396 | יצרן: Polyroll",PPR Tee 90x63x90,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517398,מסעף PPR מצרה 90x75x90,מסעפים PPR,פולירול,,,,"z2: 46.0 | l2: 79.0 | d2: 90 | D1: 120.0 | z1: 51.0 | l1: 81.0 | d1: 75 | D: 120 | z: 46.0 | l: 79.0 | d: 90 | מק""ט חוליות: 94517398 | יצרן: Polyroll",PPR Tee 90x75x90,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517414,מסעף PPR מצרה 110x63x110,מסעפים PPR,פולירול,,,,"z2: 56.0 | l2: 93.0 | d2: 110 | D1: 100.0 | z1: 60.0 | l1: 87.5 | d1: 63 | D: 147 | z: 56.0 | l: 93.0 | d: 110 | מק""ט חוליות: 94517414 | יצרן: Polyroll",PPR Tee 110x63x110,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517416,מסעף PPR מצרה 110x75x110,מסעפים PPR,פולירול,,,,"z2: 56.0 | l2: 93.0 | d2: 110 | D1: 100.0 | z1: 57.5 | l1: 87.5 | d1: 75 | D: 147 | z: 56.0 | l: 93.0 | d: 110 | מק""ט חוליות: 94517416 | יצרן: Polyroll",PPR Tee 110x75x110,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517418,מסעף PPR מצרה 110x90x110,מסעפים PPR,פולירול,,,,"z2: 56.0 | l2: 93.0 | d2: 110 | D1: 120.0 | z1: 56.0 | l1: 89.0 | d1: 90 | D: 147 | z: 56.0 | l: 93.0 | d: 110 | מק""ט חוליות: 94517418 | יצרן: Polyroll",PPR Tee 110x90x110,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517594,מסעף PPR מצרה 125x75x125,מסעפים PPR,פולירול,,,,"z2: 76.5 | l2: 116.5 | d2: 125 | D1: 100.0 | z1: 76.5 | l1: 106.5 | d1: 75 | D: 167 | z: 76.5 | l: 116.5 | d: 125 | מק""ט חוליות: 94517594 | יצרן: Polyroll",PPR Tee 125x75x125,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517595,מסעף PPR מצרה 125x90x125,מסעפים PPR,פולירול,,,,"z2: 76.5 | l2: 116.5 | d2: 125 | D1: 120.0 | z1: 76.5 | l1: 109.5 | d1: 90 | D: 167 | z: 76.5 | l: 116.5 | d: 125 | מק""ט חוליות: 94517595 | יצרן: Polyroll",PPR Tee 125x90x125,PPR Tees,🔱,ppr_p21_a.jpg,,,
94517596,מסעף PPR מצרה 125x110x125,מסעפים PPR,פולירול,,,,"z2: 76.5 | l2: 116.5 | d2: 125 | D1: 147.0 | z1: 76.5 | l1: 113.5 | d1: 110 | D: 167 | z: 76.5 | l: 116.5 | d: 125 | מק""ט חוליות: 94517596 | יצרן: Polyroll",PPR Tee 125x110x125,PPR Tees,🔱,ppr_p21_a.jpg,,,
95016002,צינור PPR אספקת מים 20,צינורות PPR אספקת מים,פולירול,,,,"SDR: 6 | PN: 20 | קוטר חיצוני: 20 | עובי דופן: 3.4 | קוטר פנימי: 13.2 | משקל ק""ג/מ׳: 0.174 | נפח ל׳/מ׳: 0.137 | מק""ט חוליות: 95016002 | יצרן: Polyroll",PPR Pipe 20,PPR Supply Pipes,🔵,ppr_p18_a.jpg,,,
95016003,צינור PPR אספקת מים 25,צינורות PPR אספקת מים,פולירול,,,,"SDR: 6 | PN: 20 | קוטר חיצוני: 25 | עובי דופן: 4.2 | קוטר פנימי: 16.6 | משקל ק""ג/מ׳: 0.268 | נפח ל׳/מ׳: 0.216 | מק""ט חוליות: 95016003 | יצרן: Polyroll",PPR Pipe 25,PPR Supply Pipes,🔵,ppr_p18_a.jpg,,,
95016004,צינור PPR אספקת מים 32,צינורות PPR אספקת מים,פולירול,,,,"SDR: 6 | PN: 20 | קוטר חיצוני: 32 | עובי דופן: 5.4 | קוטר פנימי: 21.2 | משקל ק""ג/מ׳: 0.437 | נפח ל׳/מ׳: 0.353 | מק""ט חוליות: 95016004 | יצרן: Polyroll",PPR Pipe 32,PPR Supply Pipes,🔵,ppr_p18_a.jpg,,,
95016005,צינור PPR אספקת מים 40,צינורות PPR אספקת מים,פולירול,,,,"SDR: 6 | PN: 20 | קוטר חיצוני: 40 | עובי דופן: 6.7 | קוטר פנימי: 26.6 | משקל ק""ג/מ׳: 0.675 | נפח ל׳/מ׳: 0.555 | מק""ט חוליות: 95016005 | יצרן: Polyroll",PPR Pipe 40,PPR Supply Pipes,🔵,ppr_p18_a.jpg,,,
95016006,צינור PPR אספקת מים 50,צינורות PPR אספקת מים,פולירול,,,,"SDR: 6 | PN: 20 | קוטר חיצוני: 50 | עובי דופן: 8.3 | קוטר פנימי: 33.4 | משקל ק""ג/מ׳: 1.047 | נפח ל׳/מ׳: 0.876 | מק""ט חוליות: 95016006 | יצרן: Polyroll",PPR Pipe 50,PPR Supply Pipes,🔵,ppr_p18_a.jpg,,,
95116502,אומגה PPR 20,אומגה PPR,פולירול,,,,"h: 352 | s: 22 | קוטר: 20 | תיאור: אומגה | מק""ט חוליות: 95116502 | יצרן: Polyroll",PPR Omega 20,PPR Omega,🛟,ppr_p22_b.jpg,,,
95116503,אומגה PPR 25,אומגה PPR,פולירול,,,,"l: 352 | h: 25 | s: 25 | מק""ט חוליות: 95116503 | יצרן: Polyroll",PPR Omega 25,PPR Omega,🛟,ppr_p22_b.jpg,,,
95116504,אומגה PPR 32,אומגה PPR,פולירול,,,,"h: 352 | s: 32 | קוטר: 32 | תיאור: אומגה | מק""ט חוליות: 95116504 | יצרן: Polyroll",PPR Omega 32,PPR Omega,🛟,ppr_p22_b.jpg,,,
95270708,צינור PPR פייזר 20×2.8,צינורות PPR פייזר,פולירול,,,,"יצרן: Aquatherm | מק""ט יצרן: 70708 | PN: 16 | SDR: 7.4 | חומר: PPR · מחוזק בסיבי זכוכית (faser) | dn נומינלי: 20 | de קוטר חיצוני: 20.0 | e עובי דופן: 2.8 | di קוטר פנימי: 14.4 | משקל (ק""ג/מ׳): 0.157 | מק""ט חוליות: 95270708",PPR Faser Pipe 20×2.8 (PN16 SDR7.4),PPR Faser Pipes,🟦,ppr_p18_b.jpg,,,
95270710,צינור PPR פייזר 25,צינורות PPR פייזר,פולירול,,,,"יצרן: Aquatherm | SDR: 7.4 | PN: 16 | קוטר חיצוני: 25 | עובי דופן: 3.5 | קוטר פנימי: 18.0 | משקל ק""ג/מ׳: 0.244 | נפח ל׳/מ׳: 0.254 | מק""ט חוליות: 95270710",PPR Pipe 25,PPR Faser Pipes,🟦,ppr_p18_b.jpg,,,
95270712,צינור PPR פייזר 32,צינורות PPR פייזר,פולירול,,,,"יצרן: Aquatherm | SDR: 7.4 | PN: 16 | קוטר חיצוני: 32 | עובי דופן: 4.4 | קוטר פנימי: 23.2 | משקל ק""ג/מ׳: 0.391 | נפח ל׳/מ׳: 0.423 | מק""ט חוליות: 95270712",PPR Pipe 32,PPR Faser Pipes,🟦,ppr_p18_b.jpg,,,
95270714,צינור PPR פייזר 40,צינורות PPR פייזר,פולירול,,,,"יצרן: Aquatherm | SDR: 7.4 | PN: 16 | קוטר חיצוני: 40 | עובי דופן: 5.5 | קוטר פנימי: 29.0 | משקל ק""ג/מ׳: 0.608 | נפח ל׳/מ׳: 0.660 | מק""ט חוליות: 95270714",PPR Pipe 40,PPR Faser Pipes,🟦,ppr_p18_b.jpg,,,
95270716,צינור PPR פייזר 50,צינורות PPR פייזר,פולירול,,,,"יצרן: Aquatherm | SDR: 7.4 | PN: 16 | קוטר חיצוני: 50 | עובי דופן: 6.9 | קוטר פנימי: 36.2 | משקל ק""ג/מ׳: 0.948 | נפח ל׳/מ׳: 1.029 | מק""ט חוליות: 95270716",PPR Pipe 50,PPR Faser Pipes,🟦,ppr_p18_b.jpg,,,
95270718,צינור PPR פייזר 63,צינורות PPR פייזר,פולירול,,,,"יצרן: Aquatherm | SDR: 7.4 | PN: 16 | קוטר חיצוני: 63 | עובי דופן: 8.6 | קוטר פנימי: 45.8 | משקל ק""ג/מ׳: 1.490 | נפח ל׳/מ׳: 1.647 | מק""ט חוליות: 95270718",PPR Pipe 63,PPR Faser Pipes,🟦,ppr_p18_b.jpg,,,
95270720,צינור PPR פייזר 75,צינורות PPR פייזר,פולירול,,,,"יצרן: Aquatherm | SDR: 7.4 | PN: 16 | קוטר חיצוני: 75 | עובי דופן: 10.3 | קוטר פנימי: 54.4 | משקל ק""ג/מ׳: 2.120 | נפח ל׳/מ׳: 2.323 | מק""ט חוליות: 95270720",PPR Pipe 75,PPR Faser Pipes,🟦,ppr_p18_b.jpg,,,
95270722,צינור PPR פייזר 90,צינורות PPR פייזר,פולירול,,,,"יצרן: Aquatherm | SDR: 7.4 | PN: 16 | קוטר חיצוני: 90 | עובי דופן: 12.3 | קוטר פנימי: 65.4 | משקל ק""ג/מ׳: 3.037 | נפח ל׳/מ׳: 3.358 | מק""ט חוליות: 95270722",PPR Pipe 90,PPR Faser Pipes,🟦,ppr_p18_b.jpg,,,
95270724,צינור PPR פייזר 110,צינורות PPR פייזר,פולירול,,,,"יצרן: Aquatherm | SDR: 7.4 | PN: 16 | קוטר חיצוני: 110 | עובי דופן: 15.1 | קוטר פנימי: 79.8 | משקל ק""ג/מ׳: 4.546 | נפח ל׳/מ׳: 5.000 | מק""ט חוליות: 95270724",PPR Pipe 110,PPR Faser Pipes,🟦,ppr_p18_b.jpg,,,
95270726,צינור PPR פייזר 125,צינורות PPR פייזר,פולירול,,,,"SDR: 7.4 | PN: 16 | קוטר חיצוני: 125 | עובי דופן: 17.1 | קוטר פנימי: 90.8 | משקל ק""ג/מ׳: 5.850 | נפח ל׳/מ׳: 6.472 | מק""ט חוליות: 95270726 | יצרן: Polyroll",PPR Pipe 125,PPR Faser Pipes,🟦,ppr_p18_b.jpg,,,
96070108,צינור PPR מיזוג אוויר 20×2.8,צינורות PPR מיזוג אוויר,פולירול,,,,"יצרן: Aquatherm | מק""ט חוליות: 96070108 | תיאור: צינור מיזוג אוויר (blue pipe) | חומר: PPR · מחוזק בסיבי זכוכית (faser) | SDR: 7.4 | dn נומינלי: 20 | de קוטר חיצוני: 20 | e עובי דופן: 2.8 | di קוטר פנימי: 14.4 | משקל (ק""ג/מ׳): 0.157 | נפח מים (ל׳/מ׳): 0.163 | אורך: 4 מ׳",PPR AC Blue Pipe 20×2.8,PPR AC Blue Pipes,❄️,ppr_p80_a.jpg,,,
96070109,צינור PPR מיזוג אוויר 25×3.5,צינורות PPR מיזוג אוויר,פולירול,,,,"יצרן: Aquatherm | מק""ט חוליות: 96070109 | תיאור: צינור מיזוג אוויר (blue pipe) | חומר: PPR · מחוזק בסיבי זכוכית (faser) | SDR: 7.4 | dn נומינלי: 25 | de קוטר חיצוני: 25 | e עובי דופן: 3.5 | di קוטר פנימי: 18.0 | משקל (ק""ג/מ׳): 0.244 | נפח מים (ל׳/מ׳): 0.254 | אורך: 4 מ׳",PPR AC Blue Pipe 25×3.5,PPR AC Blue Pipes,❄️,ppr_p80_a.jpg,,,
98117702,פקק PPR 20,פקקים PPR,פולירול,,,,"D: 29.5 | z: 9.5 | l: 24.0 | d: 20 | מק""ט חוליות: 98117702 | יצרן: Polyroll",PPR Plug 20,PPR Plugs,🔘,ppr_p22_a.jpg,,,
98117703,פקק PPR 25,פקקים PPR,פולירול,,,,"D: 34.0 | z: 8.0 | l: 24.0 | d: 25 | מק""ט חוליות: 98117703 | יצרן: Polyroll",PPR Plug 25,PPR Plugs,🔘,ppr_p22_a.jpg,,,
98117704,פקק PPR 32,פקקים PPR,פולירול,,,,"D: 43.0 | z: 13.5 | l: 31.5 | d: 32 | מק""ט חוליות: 98117704 | יצרן: Polyroll",PPR Plug 32,PPR Plugs,🔘,ppr_p22_a.jpg,,,
98117705,פקק PPR 40,פקקים PPR,פולירול,,,,"D: 52.0 | z: 17.5 | l: 38.0 | d: 40 | מק""ט חוליות: 98117705 | יצרן: Polyroll",PPR Plug 40,PPR Plugs,🔘,ppr_p22_a.jpg,,,
98117706,פקק PPR 50,פקקים PPR,פולירול,,,,"D: 68.0 | z: 21.0 | l: 44.5 | d: 50 | מק""ט חוליות: 98117706 | יצרן: Polyroll",PPR Plug 50,PPR Plugs,🔘,ppr_p22_a.jpg,,,
98117707,פקק PPR 63,פקקים PPR,פולירול,,,,"D: 84.0 | z: 24.5 | l: 52.0 | d: 63 | מק""ט חוליות: 98117707 | יצרן: Polyroll",PPR Plug 63,PPR Plugs,🔘,ppr_p22_a.jpg,,,
98117708,פקק PPR 75,פקקים PPR,פולירול,,,,"D: 100.0 | z: 28.5 | l: 58.5 | d: 75 | מק""ט חוליות: 98117708 | יצרן: Polyroll",PPR Plug 75,PPR Plugs,🔘,ppr_p22_a.jpg,,,
98117709,פקק PPR 90,פקקים PPR,פולירול,,,,"D: 120.0 | z: 34.5 | l: 57.5 | d: 90 | מק""ט חוליות: 98117709 | יצרן: Polyroll",PPR Plug 90,PPR Plugs,🔘,ppr_p22_a.jpg,,,
98117710,פקק PPR 110,פקקים PPR,פולירול,,,,"D: 147.0 | z: 28.0 | l: 65.0 | d: 110 | מק""ט חוליות: 98117710 | יצרן: Polyroll",PPR Plug 110,PPR Plugs,🔘,ppr_p22_a.jpg,,,
98117711,פקק PPR 125,פקקים PPR,פולירול,,,,"D: 167.0 | z: 30.0 | l: 70.0 | d: 125 | מק""ט חוליות: 98117711 | יצרן: Polyroll",PPR Plug 125,PPR Plugs,🔘,ppr_p22_a.jpg,,,
98217741,רוכב PPR 40/20,רוכבים PPR,פולירול,,,,"D: 29.50 | z: 14.50 | l: 27.00 | d2: 25 | d1: 40 | d: 20 | מק""ט חוליות: 98217741 | יצרן: Polyroll",PPR Saddle 40/20,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217742,רוכב PPR 40/25,רוכבים PPR,פולירול,,,,"D: 34.00 | z: 16.00 | l: 28.50 | d2: 25 | d1: 40 | d: 25 | מק""ט חוליות: 98217742 | יצרן: Polyroll",PPR Saddle 40/25,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217744,רוכב PPR 50/20,רוכבים PPR,פולירול,,,,"D: 29.50 | z: 14.50 | l: 27.50 | d2: 25 | d1: 50 | d: 20 | מק""ט חוליות: 98217744 | יצרן: Polyroll",PPR Saddle 50/20,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217745,רוכב PPR 50/25,רוכבים PPR,פולירול,,,,"z: 34.00 | l: 16.00 | d2: 28.50 | d1: 25 | d: 50 | מק""ט חוליות: 98217745 | יצרן: Polyroll",PPR Saddle 50/25,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217747,רוכב PPR 63/20,רוכבים PPR,פולירול,,,,"z: 29.50 | l: 14.50 | d2: 27.50 | d1: 25 | d: 63 | מק""ט חוליות: 98217747 | יצרן: Polyroll",PPR Saddle 63/20,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217748,רוכב PPR 63/25,רוכבים PPR,פולירול,,,,"D: 34.00 | z: 16.00 | l: 28.50 | d2: 25 | d1: 63 | d: 25 | מק""ט חוליות: 98217748 | יצרן: Polyroll",PPR Saddle 63/25,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217749,רוכב PPR 63/32,רוכבים PPR,פולירול,,,,"D: 43.00 | z: 18.00 | l: 30.00 | d2: 32 | d1: 63 | d: 32 | מק""ט חוליות: 98217749 | יצרן: Polyroll",PPR Saddle 63/32,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217750,רוכב PPR 75/20,רוכבים PPR,פולירול,,,,"D: 29.50 | z: 14.50 | l: 27.50 | d2: 25 | d1: 75 | d: 20 | מק""ט חוליות: 98217750 | יצרן: Polyroll",PPR Saddle 75/20,PPR Saddles,🪢,ppr_p24_a.jpg,,,
98217751,רוכב PPR 75/25,רוכבים PPR,פולירול,,,,"D: 34.00 | z: 16.00 | l: 28.50 | d2: 25 | d1: 75 | d: 25 | מק""ט חוליות: 98217751 | יצרן: Polyroll",PPR Saddle 75/25,PPR Saddles,🪢,ppr_p24_a.jpg,,,
